,BEZIRK,ELEM_NR,STRSCHL,STR_NAME,date,dist_left,dist_right,hour
13399,Pankow,49600026_49610019.02,40357,Blankenburger Straße,2018-10-08,136.66666666666666,999.0,13
13400,Pankow,52580003_52590006.02,41588,Hansastraße,2018-10-01,112.0,273.0,10
13401,Pankow,52580003_52590006.02,41588,Hansastraße,2018-10-01,167.8,999.0,10
13402,Pankow,52580003_52590006.02,41588,Hansastraße,2018-10-02,173.5,208.0,10
13403,Pankow,52580003_52590006.02,41588,Hansastraße,2018-10-02,59.0,999.0,10
13404,Pankow,52580003_52590006.02,41588,Hansastraße,2018-10-02,220.25,148.0,10
13405,Pankow,52580003_52590006.02,41588,Hansastraße,2018-11-05,183.625,144.0,10
13406,Pankow,49610021_49610022.02,40357,Blankenburger Straße,2018-10-08,124.5,999.0,13
13407,Pankow,49610021_49610022.02,40357,Blankenburger Straße,2018-10-08,76.66666666666667,999.0,13
13408,Pankow,46600017_46600076.01,16934,Wollankstraße,2018-11-09,156.16666666666666,113.0,12
13409,Pankow,47600024_47600027.02,40849,Florastraße,2018-10-15,106.7,54.0,15
13410,Pankow,47600024_47600027.02,40849,Florastraße,2018-10-15,130.2,52.0,15
13411,Pankow,46600027_46600002.02,42022,Mühlenstraße,2018-10-10,108.7,57.0,14
13412,Pankow,46600002_46600022.02,42022,Mühlenstraße,2018-10-10,123.5,83.0,14
13413,Pankow,51590016_51600001.02,44664,Berliner Allee,2018-11-12,118.0,114.0,9
13414,Pankow,51590016_51600001.02,44664,Berliner Allee,2018-11-12,136.0,114.0,9
13415,Pankow,51590016_51600001.02,44664,Berliner Allee,2018-11-12,180.33333333333334,999.0,9
13416,Pankow,51590033_51590016.02,44664,Berliner Allee,2018-11-12,103.8,999.0,9
13417,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-10-10,156.33333333333334,999.0,11
13418,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-10-10,124.6,70.0,11
13419,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-10-10,134.1,74.0,11
13420,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-10-10,141.5,103.0,14
13421,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-10-10,132.5,54.0,14
13422,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-10-10,146.5,54.0,14
13423,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-10-10,116.0,74.0,14
13424,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-10-10,66.6,74.0,14
13425,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-10-18,125.0,85.0,9
13426,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-10-18,184.66666666666666,100.0,9
13427,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-11-02,93.83333333333333,999.0,13
13428,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-11-02,114.83333333333333,999.0,13
13429,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-11-02,83.4,90.0,13
13430,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-11-02,130.7,134.0,13
13431,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-11-02,202.16666666666666,75.0,13
13432,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-11-02,95.66666666666667,90.0,13
13433,Pankow,46610016_46610017.02,41059,Grabbeallee,2018-11-02,131.8,90.0,13
13434,Spandau,27490018_27490039.02,3724,Ritterfelddamm,2018-10-14,199.0,92.0,15
13435,Mitte,47530009_47530057.01,16236,Köpenicker Straße,2018-09-19,113.8,130.0,10
13436,Mitte,47530009_47530057.01,16236,Köpenicker Straße,2018-09-22,206.8,77.0,16
13437,Mitte,47530009_47530057.01,16236,Köpenicker Straße,2018-09-22,134.5,71.0,16
13438,Mitte,47530009_47530057.01,16236,Köpenicker Straße,2018-10-05,200.1,70.0,9
13439,Mitte,47530009_47530057.01,16236,Köpenicker Straße,2018-10-09,255.25,159.0,16
13440,Mitte,47530009_47530057.01,16236,Köpenicker Straße,2018-10-17,214.4,94.0,20
13441,Mitte,47530009_47530057.01,16236,Köpenicker Straße,2018-11-07,178.66666666666666,83.0,16
13442,Mitte,47530009_47530057.01,16236,Köpenicker Straße,2018-11-07,170.6,72.0,16
13443,Mitte,47530009_47530057.01,16236,Köpenicker Straße,2018-09-11,209.83333333333334,281.6666666666667,15
13444,Mitte,47530057_48530001.01,16236,Köpenicker Straße,2018-09-03,266.6666666666667,999.0,9
13445,Mitte,47530057_48530001.01,16236,Köpenicker Straße,2018-10-05,152.2,72.0,9
13446,Mitte,47530057_48530001.01,16236,Köpenicker Straße,2018-10-05,193.5,72.0,9
13447,Mitte,47530057_48530001.01,16236,Köpenicker Straße,2018-10-09,125.5,54.0,16
13448,Mitte,47530057_48530001.01,16236,Köpenicker Straße,2018-10-10,138.0,117.0,16
13449,Mitte,47530057_48530001.01,16236,Köpenicker Straße,2018-10-10,125.6,999.0,16
13450,Mitte,47530057_48530001.01,16236,Köpenicker Straße,2018-10-12,161.0,58.0,11
13451,Mitte,47530057_48530001.01,16236,Köpenicker Straße,2018-10-30,141.875,70.0,9
13452,Mitte,47530057_48530001.01,16236,Köpenicker Straße,2018-11-03,49.0,56.0,12
13453,Mitte,47530057_48530001.01,16236,Köpenicker Straße,2018-09-17,130.5,999.0,15
13454,Spandau,37570050_37570036.02,4034,Schuckertdamm,2018-10-26,36.2,27.0,12
13455,Spandau,35580005_35570004.02,1848,Haselhorster Damm,2018-09-24,84.3,27.0,8
13456,Spandau,35580005_35570004.02,1848,Haselhorster Damm,2018-09-24,122.6,114.0,8
13457,Spandau,35580005_35570004.02,1848,Haselhorster Damm,2018-09-29,195.8,103.0,14
13458,Spandau,35580005_35570004.02,1848,Haselhorster Damm,2018-10-05,207.6,77.0,13
13459,Spandau,35580005_35570004.02,1848,Haselhorster Damm,2018-10-05,198.5,98.0,13
13460,Spandau,35580005_35570004.02,1848,Haselhorster Damm,2018-10-05,143.8,166.0,13
13461,Spandau,35580005_35570004.02,1848,Haselhorster Damm,2018-10-05,161.5,999.0,13
13462,Steglitz-Zehlendorf,35450031_35450028.02,3510,Potsdamer Chaussee,2018-08-27,176.0,50.0,10
13463,Steglitz-Zehlendorf,35450031_35450028.02,3510,Potsdamer Chaussee,2018-08-27,100.66666666666667,69.0,10
13464,Pankow,50560012_50560048.01,42128,Oderbruchstraße,2018-10-02,138.6,134.0,10
13465,Pankow,50560012_50560048.01,42128,Oderbruchstraße,2018-10-10,106.66666666666667,48.0,8
13466,Pankow,50560012_50560048.01,42128,Oderbruchstraße,2018-10-10,87.875,91.0,8
13467,Pankow,50560012_50560048.01,42128,Oderbruchstraße,2018-10-09,106.33333333333333,82.0,8
13468,Spandau,28580003_28580004.02,4110,Seegefelder Weg,2018-10-04,115.83333333333333,53.0,17
13469,Spandau,28580003_28580004.02,4110,Seegefelder Weg,2018-10-04,131.4,143.0,17
13470,Spandau,28580003_28580004.02,4110,Seegefelder Weg,2018-10-21,103.1,119.0,8
13471,Spandau,28580003_28580004.02,4110,Seegefelder Weg,2018-10-22,109.9,152.0,8
13472,Spandau,37570046_37570002.02,4034,Schuckertdamm,2018-10-26,195.33333333333334,104.66666666666667,12
13473,Steglitz-Zehlendorf,36450059_36450033.01,2990,Martin-Buber-Straße,2018-09-17,113.3,112.0,15
13474,Spandau,29580002_29580003.02,173,Am Heideberg,2018-10-13,89.5,146.0,9
13475,Spandau,29580001_29580005.02,1276,Finkenkruger Weg,2018-10-13,166.4,999.0,8
13476,Spandau,29580001_29580005.02,1276,Finkenkruger Weg,2018-10-13,126.83333333333334,999.0,8
13477,Spandau,29580001_29580005.02,1276,Finkenkruger Weg,2018-10-13,103.1,114.0,8
13478,Spandau,29580001_29580005.02,1276,Finkenkruger Weg,2018-10-13,189.16666666666666,6.0,8
13479,Spandau,29580001_29580005.02,1276,Finkenkruger Weg,2018-10-13,156.4,11.0,8
13480,Spandau,29580001_29580005.02,1276,Finkenkruger Weg,2018-10-22,155.5,999.0,8
13481,Spandau,29580001_29580005.02,1276,Finkenkruger Weg,2018-11-05,140.66666666666666,183.0,15
13482,Spandau,29580005_29570028.02,1276,Finkenkruger Weg,2018-10-13,188.66666666666666,145.0,8
13483,Spandau,35580007_35570007.02,929,Daumstraße,2018-09-27,122.4,78.0,11
13484,Spandau,35580007_35570007.02,929,Daumstraße,2018-09-27,78.6,64.0,11
13485,Spandau,35580001_35580007.02,929,Daumstraße,2018-11-05,241.75,137.0,9
13486,Spandau,35580010_35580009.02,1848,Haselhorster Damm,2018-09-24,85.5,58.0,8
13487,Spandau,35580010_35580009.02,1848,Haselhorster Damm,2018-09-29,48.8,70.0,14
13488,Spandau,29570027_29570026.02,1276,Finkenkruger Weg,2018-10-22,171.83333333333334,122.0,8
13489,Spandau,29570027_29570026.02,1276,Finkenkruger Weg,2018-10-27,101.2,102.0,15
13490,Spandau,29570027_29570026.02,1276,Finkenkruger Weg,2018-11-05,134.5,124.0,15
13491,Spandau,29570027_29570026.02,1276,Finkenkruger Weg,2018-11-05,99.0,138.0,15
13492,Spandau,28580010_28580011.02,5857,Breddiner Weg,2018-10-13,101.0,172.0,15
13493,Steglitz-Zehlendorf,39450008_39450040.02,75,Altdorfer Straße,2018-10-01,117.4,58.0,7
13494,Steglitz-Zehlendorf,39450008_39450040.02,75,Altdorfer Straße,2018-10-24,159.7,70.0,15
13495,Spandau,29570019_29570043.03,4518,Torweg,2018-10-06,162.2,70.0,8
13496,Spandau,29570043_29570014.03,4518,Torweg,2018-10-22,148.33333333333334,108.0,8
13497,Spandau,30570033_30570028.02,5843,Klosterbuschweg,2018-11-05,95.0,82.0,15
13498,Spandau,30570033_30570028.02,5843,Klosterbuschweg,2018-11-05,166.6,77.0,15
13499,Spandau,30570033_30570028.02,5843,Klosterbuschweg,2018-11-05,163.4,77.0,15
13500,Spandau,29570044_30570033.02,4518,Torweg,2018-10-06,139.8,121.0,8
13501,Spandau,29570044_30570033.02,4518,Torweg,2018-10-13,111.33333333333333,79.0,9
13502,Spandau,29570044_30570033.02,4518,Torweg,2018-10-13,101.66666666666667,179.0,9
13503,Spandau,29570015_29570030.03,4518,Torweg,2018-11-05,89.3,71.0,15
13504,Spandau,29570015_29570030.03,4518,Torweg,2018-11-05,31.1,125.0,15
13505,Spandau,29570030_29570044.03,4518,Torweg,2018-10-22,148.33333333333334,251.0,8
13506,Spandau,29570030_29570044.03,4518,Torweg,2018-11-05,78.8,125.0,15
13507,Spandau,29570030_29570044.03,4518,Torweg,2018-11-05,77.0,81.0,15
13508,Spandau,29570030_29570044.03,4518,Torweg,2018-11-10,166.83333333333334,261.0,9
13509,Spandau,34570006_35570008.02,4432,Telegrafenweg,2018-10-09,123.19999999999999,204.66666666666666,18
13510,Spandau,35570004_35570015.02,1475,Gartenfelder Straße,2018-09-29,111.6,101.0,14
13511,Spandau,35570015_35570016.02,1475,Gartenfelder Straße,2018-10-31,146.2,103.0,14
13512,Spandau,35570015_35570016.02,1475,Gartenfelder Straße,2018-10-31,130.6,103.0,14
13513,Spandau,35570015_35570016.02,1475,Gartenfelder Straße,2018-10-31,157.3,111.0,14
13514,Spandau,27480043_28470008.01,2573,Krampnitzer Weg,2018-09-12,92.5,46.0,17
13515,Spandau,28580001_28580002.03,4110,Seegefelder Weg,2018-10-04,132.9,69.0,17
13516,Spandau,28580001_28580002.03,4110,Seegefelder Weg,2018-10-12,103.4,999.0,16
13517,Spandau,28580001_28580002.03,4110,Seegefelder Weg,2018-10-12,177.0,106.0,16
13518,Spandau,28580001_28580002.03,4110,Seegefelder Weg,2018-10-12,185.33333333333334,86.0,16
13519,Spandau,28580001_28580002.03,4110,Seegefelder Weg,2018-10-13,162.5,122.0,15
13520,Spandau,28580001_28580002.03,4110,Seegefelder Weg,2018-10-13,84.16666666666667,115.0,15
13521,Spandau,28580001_28580002.03,4110,Seegefelder Weg,2018-10-27,148.5,132.0,9
13522,Spandau,28580001_28580002.03,4110,Seegefelder Weg,2018-10-27,109.5,92.0,9
13523,Spandau,28580002_28580003.02,4110,Seegefelder Weg,2018-10-04,144.1,98.0,17
13524,Spandau,28580002_28580003.02,4110,Seegefelder Weg,2018-10-13,135.7,86.0,18
13525,Spandau,28580002_28580003.02,4110,Seegefelder Weg,2018-10-22,152.3,37.0,8
13526,Steglitz-Zehlendorf,41480024_41480025.02,1265,Feuerbachstraße,2018-10-12,117.8,68.0,11
13527,Steglitz-Zehlendorf,41480025_41480086.02,1265,Feuerbachstraße,2018-10-12,102.4,110.0,11
13528,Steglitz-Zehlendorf,41440013_41440014.02,7044,Kranoldplatz,2018-10-08,189.0,79.0,8
13529,Steglitz-Zehlendorf,41440013_41440014.02,7044,Kranoldplatz,2018-10-17,149.7,126.0,8
13530,Steglitz-Zehlendorf,41440013_41440014.02,7044,Kranoldplatz,2018-10-17,175.6,83.0,8
13531,Spandau,35590017_35590018.02,8735,Am Havelgarten,2018-10-04,75.5,999.0,15
13532,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-09-18,183.0,105.0,11
13533,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-09-20,168.25,110.0,9
13534,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-09-20,141.8,76.0,13
13535,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-09-20,148.33333333333334,206.0,8
13536,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-09-20,176.2,130.0,8
13537,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-09-24,154.7,101.0,8
13538,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-09-24,173.3,109.0,8
13539,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-09-24,153.9,80.0,11
13540,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-09-26,201.33333333333334,112.0,9
13541,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-09-26,132.4,119.0,12
13542,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-09-26,95.1,119.0,12
13543,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-10-08,131.3,999.0,9
13544,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-10-11,167.2,126.0,10
13545,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-10-11,135.6,145.0,10
13546,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-10-18,191.75,115.0,9
13547,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-10-17,196.83333333333334,178.0,8
13548,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-10-25,199.66666666666666,124.0,7
13549,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-10-30,103.8,999.0,11
13550,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-10-30,156.66666666666666,123.0,13
13551,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-11-02,170.33333333333334,107.0,11
13552,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-11-05,144.6,188.0,7
13553,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-11-07,197.2,104.0,12
13554,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-11-07,174.4,51.0,12
13555,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-11-07,123.80000000000001,128.0,14
13556,Steglitz-Zehlendorf,41480066_41480024.01,3974,Schloßstraße,2018-11-07,170.83333333333334,128.0,14
13557,Tempelhof-Schöneberg,41490017_41490018.03,676,Bornstraße,2018-08-28,46.125,999.0,10
13558,Steglitz-Zehlendorf,41470084_41470032.01,2463,Klingsorstraße,2018-11-07,153.9,50.0,15
13559,Steglitz-Zehlendorf,41440042_41440056.02,7091,Oberhofer Platz,2018-09-19,102.8,71.0,17
13560,Steglitz-Zehlendorf,40470030_40480002.02,3974,Schloßstraße,2018-08-28,187.33333333333334,67.0,10
13561,Steglitz-Zehlendorf,40470030_40480002.02,3974,Schloßstraße,2018-09-18,164.0,138.0,9
13562,Steglitz-Zehlendorf,40470030_40480002.02,3974,Schloßstraße,2018-09-25,137.1,150.0,10
13563,Steglitz-Zehlendorf,40470030_40480002.02,3974,Schloßstraße,2018-09-25,246.83333333333331,113.0,10
13564,Steglitz-Zehlendorf,40470030_40480002.02,3974,Schloßstraße,2018-10-12,174.3,142.0,9
13565,Steglitz-Zehlendorf,40470030_40480002.02,3974,Schloßstraße,2018-10-25,154.125,149.0,18
13566,Steglitz-Zehlendorf,40470030_40480002.02,3974,Schloßstraße,2018-10-29,167.4,114.0,9
13567,Steglitz-Zehlendorf,41460008_41460003.02,2463,Klingsorstraße,2018-11-07,89.7,61.0,15
13568,Steglitz-Zehlendorf,40480012_40480024.02,1738,Grunewaldstraße,2018-09-18,102.7,74.0,11
13569,Steglitz-Zehlendorf,40480012_40480024.02,1738,Grunewaldstraße,2018-09-20,125.33333333333334,60.0,9
13570,Steglitz-Zehlendorf,40480012_40480024.02,1738,Grunewaldstraße,2018-09-25,149.1,50.0,8
13571,Steglitz-Zehlendorf,40480012_40480024.02,1738,Grunewaldstraße,2018-10-18,103.66666666666667,50.0,16
13572,Steglitz-Zehlendorf,40480012_40480024.02,1738,Grunewaldstraße,2018-10-18,87.7,104.0,9
13573,Steglitz-Zehlendorf,40480012_40480024.02,1738,Grunewaldstraße,2018-11-07,209.5,62.0,12
13574,Steglitz-Zehlendorf,40480022_40480012.02,1738,Grunewaldstraße,2018-09-24,136.4,51.0,8
13575,Steglitz-Zehlendorf,40480022_40480012.02,1738,Grunewaldstraße,2018-10-12,90.4,64.0,8
13576,Steglitz-Zehlendorf,40480022_40480012.02,1738,Grunewaldstraße,2018-11-05,112.8,89.0,7
13577,Spandau,28470028_28480034.01,3863,Sakrower Landstraße,2018-09-12,148.33333333333334,175.0,17
13578,Steglitz-Zehlendorf,31440024_31440027.02,2601,Kronprinzessinnenweg,2018-09-04,110.0,98.0,11
13579,Pankow,49610026_49620081.01,41251,Heinersdorfer Straße,2018-10-08,118.0,999.0,13
13580,Pankow,49610026_49620081.01,41251,Heinersdorfer Straße,2018-10-08,157.0,999.0,13
13581,Pankow,49610026_49620081.01,41251,Heinersdorfer Straße,2018-10-08,167.0,999.0,13
13582,Pankow,49610026_49620081.01,41251,Heinersdorfer Straße,2018-10-08,158.5,999.0,13
13583,Pankow,49610026_49620081.01,41251,Heinersdorfer Straße,2018-10-08,99.33333333333333,999.0,13
13584,Pankow,49610026_49620081.01,41251,Heinersdorfer Straße,2018-10-08,149.1,120.0,13
13585,Steglitz-Zehlendorf,39440016_39440011.02,1600,Goerzallee,2018-09-15,97.0,102.0,13
13586,Steglitz-Zehlendorf,42440022_42440023.02,1520,Geraer Straße,2018-10-11,140.83333333333334,83.0,15
13587,Steglitz-Zehlendorf,42440022_42440023.02,1520,Geraer Straße,2018-11-05,115.16666666666667,86.0,15
13588,Pankow,49620081_49620004.01,41251,Heinersdorfer Straße,2018-10-08,98.3,120.0,13
13589,Pankow,49620081_49620004.01,41251,Heinersdorfer Straße,2018-10-08,89.16666666666667,89.0,13
13590,Friedrichshain-Kreuzberg,44530067_45530031.01,3998,Schöneberger Straße,2018-09-05,109.8,129.0,19
13591,Friedrichshain-Kreuzberg,44530067_45530031.01,3998,Schöneberger Straße,2018-09-18,190.0,322.0,10
13592,Friedrichshain-Kreuzberg,44530067_45530031.01,3998,Schöneberger Straße,2018-09-18,141.66666666666666,332.0,10
13593,Friedrichshain-Kreuzberg,44530067_45530031.01,3998,Schöneberger Straße,2018-09-17,139.2,336.0,18
13594,Friedrichshain-Kreuzberg,44530067_45530031.01,3998,Schöneberger Straße,2018-10-19,77.66666666666667,270.0,17
13595,Friedrichshain-Kreuzberg,44530067_45530031.01,3998,Schöneberger Straße,2018-10-19,178.9,305.0,17
13596,Friedrichshain-Kreuzberg,44530067_45530031.01,3998,Schöneberger Straße,2018-10-19,169.66666666666666,160.0,17
13597,Friedrichshain-Kreuzberg,44530067_45530031.01,3998,Schöneberger Straße,2018-11-02,136.2,999.0,13
13598,Friedrichshain-Kreuzberg,44530067_45530031.01,3998,Schöneberger Straße,2018-11-04,141.33333333333334,78.0,13
13599,Friedrichshain-Kreuzberg,44530067_45530031.01,3998,Schöneberger Straße,2018-11-04,122.6,68.0,13
13600,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-09-18,208.0,85.0,15
13601,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-10-05,183.3,40.0,8
13602,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-10-05,127.30000000000001,40.0,8
13603,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-10-08,184.9,999.0,14
13604,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-10-11,171.0,197.0,15
13605,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-10-11,212.3,142.0,15
13606,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-10-12,142.66666666666666,44.0,14
13607,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-10-15,137.5,138.0,8
13608,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-10-15,87.3,41.0,14
13609,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-10-17,87.8,65.0,15
13610,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-11-08,111.8,91.0,8
13611,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-11-12,225.33333333333334,122.0,8
13612,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-11-12,59.400000000000006,102.0,15
13613,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-11-13,75.3,112.0,8
13614,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-11-14,137.5,59.0,8
13615,Steglitz-Zehlendorf,40450015_41440059.01,2504,Königsberger Straße,2018-11-14,129.5,53.0,8
13616,Steglitz-Zehlendorf,41440059_41440034.01,2504,Königsberger Straße,2018-10-08,172.8,318.0,8
13617,Steglitz-Zehlendorf,41440059_41440034.01,2504,Königsberger Straße,2018-11-14,161.0,83.0,8
13618,Friedrichshain-Kreuzberg,45530023_45520010.01,16937,Wilhelmstraße,2018-09-21,59.2,39.0,14
13619,Friedrichshain-Kreuzberg,45530023_45520010.01,16937,Wilhelmstraße,2018-09-27,124.6,145.0,18
13620,Friedrichshain-Kreuzberg,45530023_45520010.01,16937,Wilhelmstraße,2018-09-27,159.0,91.0,18
13621,Friedrichshain-Kreuzberg,45530023_45520010.01,16937,Wilhelmstraße,2018-09-30,93.5,89.0,14
13622,Friedrichshain-Kreuzberg,45530023_45520010.01,16937,Wilhelmstraße,2018-09-30,58.5,59.0,14
13623,Friedrichshain-Kreuzberg,45530023_45520010.01,16937,Wilhelmstraße,2018-10-12,142.0,121.0,17
13624,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-10-05,150.0,91.0,17
13625,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-10-05,129.2,146.0,17
13626,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-09-20,78.33333333333333,143.0,7
13627,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-10-10,87.33333333333333,48.0,15
13628,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-10-15,101.8,135.0,15
13629,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-10-16,47.0,52.0,16
13630,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-10-16,147.66666666666666,60.0,16
13631,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-10-16,129.9,60.0,16
13632,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-10-16,139.4,52.0,16
13633,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-11-03,132.33333333333334,999.0,15
13634,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-11-03,162.16666666666666,143.0,15
13635,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-11-03,87.5,130.0,15
13636,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-11-03,78.4,59.0,15
13637,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-11-06,72.9,65.0,7
13638,Friedrichshain-Kreuzberg,46510016_47510007.01,2521,Körtestraße,2018-11-08,127.1,33.0,15
13639,Steglitz-Zehlendorf,42440002_42440022.02,1520,Geraer Straße,2018-10-18,125.6,45.0,15
13640,Steglitz-Zehlendorf,41440021_42440021.02,1520,Geraer Straße,2018-10-18,95.3,11.0,16
13641,Steglitz-Zehlendorf,41440021_42440021.02,1520,Geraer Straße,2018-11-09,176.83333333333334,46.0,8
13642,Steglitz-Zehlendorf,43450042_43450013.02,4744,Wedellstraße,2018-10-08,133.7,230.0,9
13643,Steglitz-Zehlendorf,42450021_42450039.02,2299,Kaiser-Wilhelm-Straße,2018-09-19,141.16666666666666,87.0,7
13644,Steglitz-Zehlendorf,42450021_42450039.02,2299,Kaiser-Wilhelm-Straße,2018-09-19,88.0,84.0,16
13645,Steglitz-Zehlendorf,42450021_42450039.02,2299,Kaiser-Wilhelm-Straße,2018-10-16,126.19999999999999,999.0,16
13646,Steglitz-Zehlendorf,42450038_42450021.02,2299,Kaiser-Wilhelm-Straße,2018-10-10,149.33333333333334,115.0,16
13647,Steglitz-Zehlendorf,42450038_42450021.02,2299,Kaiser-Wilhelm-Straße,2018-10-12,142.5,78.0,15
13648,Steglitz-Zehlendorf,42450038_42450021.02,2299,Kaiser-Wilhelm-Straße,2018-10-15,231.83333333333334,121.0,15
13649,Steglitz-Zehlendorf,42450038_42450021.02,2299,Kaiser-Wilhelm-Straße,2018-10-15,200.5,123.0,15
13650,Steglitz-Zehlendorf,42450038_42450021.02,2299,Kaiser-Wilhelm-Straße,2018-10-19,213.0,73.0,14
13651,Steglitz-Zehlendorf,42450009_42450038.02,2299,Kaiser-Wilhelm-Straße,2018-09-19,114.16666666666667,148.0,16
13652,Steglitz-Zehlendorf,42450009_42450038.02,2299,Kaiser-Wilhelm-Straße,2018-10-12,216.5,106.0,15
13653,Steglitz-Zehlendorf,42450009_42450038.02,2299,Kaiser-Wilhelm-Straße,2018-10-12,225.5,88.0,15
13654,Steglitz-Zehlendorf,42450009_42450038.02,2299,Kaiser-Wilhelm-Straße,2018-10-15,94.1,47.0,15
13655,Steglitz-Zehlendorf,42450037_42450009.02,2299,Kaiser-Wilhelm-Straße,2018-10-19,104.16666666666667,126.0,10
13656,Steglitz-Zehlendorf,41450030_42450037.02,2299,Kaiser-Wilhelm-Straße,2018-09-18,89.16666666666667,235.0,16
13657,Steglitz-Zehlendorf,41450030_42450037.02,2299,Kaiser-Wilhelm-Straße,2018-09-19,229.66666666666666,90.0,16
13658,Steglitz-Zehlendorf,41450030_42450037.02,2299,Kaiser-Wilhelm-Straße,2018-10-02,103.1,100.0,8
13659,Steglitz-Zehlendorf,41450030_42450037.02,2299,Kaiser-Wilhelm-Straße,2018-10-10,162.16666666666666,76.0,16
